pca_x,pca_y,cluster,segment_label,company,order_value
1.1684,0.3002,0,Loyal Customers,Swiggy Instamart,884.3959999999998
1.7639,0.7462,3,Price-Sensitive,Blinkit,265.15739999999994
-0.4472,-1.2965,1,At-Risk,Blinkit,303.4664
1.5864,-0.557,0,Loyal Customers,Blinkit,409.0392000000001
-1.2295,-0.9429,1,At-Risk,Blinkit,687.1836
1.256,-0.477,0,Loyal Customers,Blinkit,425.0664
-1.0701,-1.9139,1,At-Risk,Zepto,50.0
0.3638,-0.3557,0,Loyal Customers,Zepto,677.384
0.6727,-1.1202,0,Loyal Customers,Swiggy Instamart,227.8535
-1.3878,1.1896,2,Price-Sensitive,Blinkit,1011.4956
1.4317,0.1931,0,Loyal Customers,Blinkit,851.5260000000001
-1.2637,-1.1072,1,At-Risk,Zepto,538.398
-0.8829,-0.0618,2,Price-Sensitive,Blinkit,236.7144
-0.8904,0.9741,2,Price-Sensitive,Blinkit,802.5822000000002
-1.0205,-0.8464,1,At-Risk,Blinkit,628.9272000000001
3.0898,-0.2853,0,Loyal Customers,Blinkit,324.96000000000004
0.8403,1.7504,3,Price-Sensitive,Swiggy Instamart,971.595
-1.8372,-0.6828,1,At-Risk,Zepto,909.3965
-2.3468,1.6105,2,Price-Sensitive,Zepto,1360.87875
1.1996,1.342,0,Loyal Customers,Swiggy Instamart,1488.6649999999995
1.4601,-0.2251,0,Loyal Customers,Blinkit,568.3412000000001
-1.1764,-0.435,1,At-Risk,Swiggy Instamart,896.563
0.6526,3.1716,3,Price-Sensitive,Swiggy Instamart,1780.6484999999998
0.4015,-0.6588,0,Loyal Customers,Zepto,467.03100000000006
0.1832,1.2615,3,Price-Sensitive,Zepto,729.4770000000001
-1.3674,-2.0195,1,At-Risk,Blinkit,50.0
0.3519,0.7223,3,Price-Sensitive,Swiggy Instamart,426.57974999999993
1.01,-1.2661,0,Loyal Customers,Swiggy Instamart,50.0
1.0269,0.0931,0,Loyal Customers,Zepto,758.688
0.129,-0.3485,0,Loyal Customers,Zepto,710.4845
-2.1526,0.3509,2,Price-Sensitive,Zepto,667.1880000000001
0.3078,-1.2651,0,Loyal Customers,Zepto,215.031
-2.4881,0.8681,2,Price-Sensitive,Zepto,1018.7415
-1.7493,0.4418,2,Price-Sensitive,Zepto,681.7575
0.1973,1.8203,3,Price-Sensitive,Zepto,1072.03275
0.6597,-0.5576,0,Loyal Customers,Zepto,533.013
0.1253,-0.6602,1,At-Risk,Blinkit,464.7856
0.1636,-0.7121,1,At-Risk,Blinkit,541.2828000000001
-1.075,-1.1918,1,At-Risk,Blinkit,511.4988000000001
0.8755,0.0644,3,Price-Sensitive,Swiggy Instamart,50.0
-1.9461,1.9401,2,Price-Sensitive,Zepto,1509.75675
1.5199,0.0354,0,Loyal Customers,Swiggy Instamart,705.0805
0.3294,0.4162,3,Price-Sensitive,Blinkit,241.62300000000005
-1.7816,-1.2448,1,At-Risk,Zepto,574.056
0.7197,-0.2333,0,Loyal Customers,Blinkit,671.4596
-1.0398,0.7839,2,Price-Sensitive,Swiggy Instamart,717.45075
0.1903,1.1345,3,Price-Sensitive,Swiggy Instamart,747.213
-0.773,-1.3253,1,At-Risk,Blinkit,326.56800000000004
0.5256,-1.5972,0,Loyal Customers,Swiggy Instamart,50.0
-1.5495,-1.013,1,At-Risk,Zepto,644.8995000000001
-0.8466,-0.5536,1,At-Risk,Zepto,813.017
1.7654,0.0235,0,Loyal Customers,Blinkit,666.2196
1.8426,0.7617,3,Price-Sensitive,Swiggy Instamart,171.4995
0.0413,1.2998,3,Price-Sensitive,Blinkit,799.4028000000001
-0.6474,-0.9755,1,At-Risk,Zepto,469.056
0.5442,-0.9292,0,Loyal Customers,Zepto,343.778
-1.4894,-1.0596,1,At-Risk,Zepto,587.1075
1.5987,0.4307,3,Price-Sensitive,Blinkit,114.372
-0.67,0.3529,2,Price-Sensitive,Zepto,326.63175
2.0433,-0.497,0,Loyal Customers,Blinkit,326.33480000000003
-2.6019,0.9754,2,Price-Sensitive,Zepto,1121.9385000000002
-0.4497,1.9596,3,Price-Sensitive,Swiggy Instamart,1181.595
-0.7471,-1.1086,1,At-Risk,Blinkit,435.5076000000001
-1.6471,0.265,2,Price-Sensitive,Zepto,516.96225
2.513,2.29,3,Price-Sensitive,Blinkit,1007.7516
-0.0891,-0.0471,2,Price-Sensitive,Zepto,50.0
-0.8265,-1.8181,1,At-Risk,Blinkit,50.0
0.1742,-0.4111,0,Loyal Customers,Zepto,668.4405
-0.4402,-0.4431,1,At-Risk,Zepto,741.3165
0.0078,0.0929,0,Loyal Customers,Blinkit,1000.9872
1.0313,-0.3162,0,Loyal Customers,Swiggy Instamart,649.543
1.175,0.8176,0,Loyal Customers,Swiggy Instamart,1235.3529999999998
-1.0765,0.4729,2,Price-Sensitive,Swiggy Instamart,520.31175
-0.7939,-1.3104,1,At-Risk,Blinkit,324.23760000000004
0.3443,-0.7611,0,Loyal Customers,Swiggy Instamart,479.2625
0.6589,1.5113,3,Price-Sensitive,Blinkit,843.741
-1.4742,1.1144,2,Price-Sensitive,Blinkit,981.7824
0.3314,0.2519,3,Price-Sensitive,Zepto,237.18600000000004
-1.1913,-0.2177,1,At-Risk,Zepto,949.076
0.586,0.0961,0,Loyal Customers,Zepto,846.0225
0.8294,1.0124,3,Price-Sensitive,Zepto,519.24825
-1.5957,-0.3286,2,Price-Sensitive,Swiggy Instamart,209.05275
0.6645,2.1941,3,Price-Sensitive,Blinkit,1189.3554
-1.7302,-0.0224,2,Price-Sensitive,Blinkit,427.8744
0.7847,-0.0285,0,Loyal Customers,Swiggy Instamart,794.7074999999999
1.6058,-0.0075,0,Loyal Customers,Blinkit,724.4208
1.8577,-0.6156,0,Loyal Customers,Blinkit,280.1304
1.083,-1.235,0,Loyal Customers,Swiggy Instamart,50.0
0.7557,1.2169,3,Price-Sensitive,Zepto,610.974
0.6593,-0.7072,0,Loyal Customers,Swiggy Instamart,459.301
-1.4354,-1.5283,1,At-Risk,Zepto,283.4595
0.6339,0.7928,3,Price-Sensitive,Blinkit,443.0214000000001
-0.7313,-0.6098,1,At-Risk,Zepto,740.355
1.9541,0.9281,3,Price-Sensitive,Blinkit,319.96440000000007
-1.4464,-0.7274,1,At-Risk,Zepto,806.3580000000001
-0.7123,-0.9748,1,At-Risk,Swiggy Instamart,494.963
-1.5239,-0.1217,2,Price-Sensitive,Zepto,295.557
-1.9032,-1.2577,1,At-Risk,Zepto,558.1925000000001
1.0304,-0.1109,0,Loyal Customers,Swiggy Instamart,722.6845
-0.0302,2.1579,3,Price-Sensitive,Swiggy Instamart,1370.66775
0.7765,-0.5822,0,Loyal Customers,Zepto,473.5725
1.2842,-0.6655,0,Loyal Customers,Zepto,325.269
0.388,2.4987,3,Price-Sensitive,Blinkit,1479.8172000000002
0.8658,2.3412,3,Price-Sensitive,Blinkit,1234.1298
-4.8939,7.313,2,Price-Sensitive,Zepto,5863.242
1.2818,0.3409,0,Loyal Customers,Swiggy Instamart,877.6685
2.0515,0.2904,0,Loyal Customers,Swiggy Instamart,795.1524999999999
-0.2975,1.9215,2,Price-Sensitive,Blinkit,1248.3198
-0.8524,0.4836,2,Price-Sensitive,Blinkit,493.5492000000001
1.6633,1.6425,3,Price-Sensitive,Blinkit,814.8396000000002
1.0017,0.0046,0,Loyal Customers,Swiggy Instamart,814.324
-1.8594,-0.8735,1,At-Risk,Zepto,764.9145000000001
-0.186,2.0188,3,Price-Sensitive,Zepto,1226.928
0.7635,1.8257,3,Price-Sensitive,Blinkit,1041.66
-0.0128,-1.2454,1,At-Risk,Blinkit,277.0652
0.53,0.6353,3,Price-Sensitive,Swiggy Instamart,399.36675
1.684,-0.4091,0,Loyal Customers,Blinkit,447.0336
-1.1383,-0.9395,1,At-Risk,Swiggy Instamart,659.4445
-1.5339,-0.1852,1,At-Risk,Blinkit,1108.1460000000002
-0.281,-0.9296,1,At-Risk,Zepto,414.2935000000001
-0.7228,1.8248,2,Price-Sensitive,Swiggy Instamart,1264.1145
0.0398,-0.1831,0,Loyal Customers,Blinkit,863.9868000000001
-0.3376,0.7558,2,Price-Sensitive,Blinkit,568.9956
-0.3196,3.0717,3,Price-Sensitive,Zepto,1879.02225
0.8703,0.1515,0,Loyal Customers,Blinkit,881.5824
-0.0961,-0.5473,1,At-Risk,Zepto,680.9580000000001
0.5617,1.44,0,Loyal Customers,Blinkit,1657.7876
0.9333,1.7814,3,Price-Sensitive,Swiggy Instamart,995.82525
0.0919,-0.3623,0,Loyal Customers,Zepto,718.83
-0.6251,-1.5497,1,At-Risk,Swiggy Instamart,175.24849999999998
-1.4799,-1.2996,1,At-Risk,Zepto,498.33
1.6604,-0.9716,0,Loyal Customers,Blinkit,181.4388
-0.6488,-0.5324,1,At-Risk,Swiggy Instamart,765.2114999999999
-0.737,-1.1472,1,At-Risk,Blinkit,393.268
-0.0392,-0.7109,1,At-Risk,Blinkit,562.7324
-0.0941,-0.9757,1,At-Risk,Zepto,434.6345
0.5629,2.1325,3,Price-Sensitive,Swiggy Instamart,1230.8429999999998
-0.5744,1.0947,2,Price-Sensitive,Zepto,748.21575
0.6972,1.2279,3,Price-Sensitive,Zepto,730.917
-0.7994,1.9888,2,Price-Sensitive,Swiggy Instamart,1361.8057499999998
0.2295,-0.4919,0,Loyal Customers,Blinkit,607.1976000000001
1.526,1.6844,3,Price-Sensitive,Swiggy Instamart,780.0127499999999
1.6253,-0.1464,0,Loyal Customers,Blinkit,583.9992000000001
0.7755,1.8066,3,Price-Sensitive,Swiggy Instamart,1014.04125
0.5888,-1.1284,0,Loyal Customers,Zepto,231.5435
1.9831,0.0128,0,Loyal Customers,Swiggy Instamart,603.5199999999999
-0.4564,0.7858,2,Price-Sensitive,Zepto,561.9840000000002
1.3451,-1.1542,0,Loyal Customers,Blinkit,66.206
-0.4313,1.1235,2,Price-Sensitive,Blinkit,833.8098
2.8384,0.2189,0,Loyal Customers,Blinkit,631.7232
-1.0701,0.5059,2,Price-Sensitive,Zepto,511.623
-0.2354,0.1296,3,Price-Sensitive,Swiggy Instamart,167.86425
-1.2981,-1.4276,1,At-Risk,Blinkit,331.9456
-1.9191,0.3561,2,Price-Sensitive,Swiggy Instamart,684.066
0.23,-1.2753,0,Loyal Customers,Blinkit,226.10880000000003
-1.9842,-0.9943,1,At-Risk,Zepto,744.9540000000001
1.2561,-0.2139,0,Loyal Customers,Swiggy Instamart,593.331
0.9748,-1.1934,0,Loyal Customers,Swiggy Instamart,145.2335
-0.0158,-0.2746,1,At-Risk,Swiggy Instamart,865.793
0.8399,0.2659,3,Price-Sensitive,Zepto,50.0
-0.8054,-1.9249,1,At-Risk,Blinkit,50.0
0.2677,-1.4233,1,At-Risk,Swiggy Instamart,171.6375
1.3374,-0.0871,0,Loyal Customers,Swiggy Instamart,728.5134999999999
1.3842,-0.4071,0,Loyal Customers,Blinkit,488.67840000000007
0.8944,-0.7859,0,Loyal Customers,Blinkit,319.062
0.0603,1.5985,3,Price-Sensitive,Swiggy Instamart,1062.31875
1.9788,-0.5343,0,Loyal Customers,Swiggy Instamart,349.315
-1.4698,-0.5869,1,At-Risk,Zepto,829.4915000000001
-1.4874,1.5509,2,Price-Sensitive,Zepto,1185.39525
0.263,-1.2093,1,At-Risk,Blinkit,213.246
-0.0137,0.777,3,Price-Sensitive,Zepto,519.2302500000001
1.0351,2.2981,3,Price-Sensitive,Blinkit,1144.4328
-1.2531,-0.5144,2,Price-Sensitive,Zepto,50.0
-1.4343,1.2054,2,Price-Sensitive,Swiggy Instamart,1030.15275
-0.0198,-1.1617,1,At-Risk,Blinkit,292.06280000000004
-1.5954,-0.1021,2,Price-Sensitive,Blinkit,318.5034
1.5686,-0.408,0,Loyal Customers,Swiggy Instamart,456.0595
1.5455,-0.4322,0,Loyal Customers,Swiggy Instamart,482.899
-1.1201,2.9109,2,Price-Sensitive,Blinkit,1920.429
1.3012,1.722,3,Price-Sensitive,Blinkit,846.0288
-0.4797,-0.1809,2,Price-Sensitive,Blinkit,50.0
0.2706,-0.9947,1,At-Risk,Swiggy Instamart,305.785
0.2821,0.1718,3,Price-Sensitive,Blinkit,217.6434
-1.7033,0.0161,2,Price-Sensitive,Zepto,421.155
2.13,-0.7751,0,Loyal Customers,Swiggy Instamart,171.612
0.3156,0.047,3,Price-Sensitive,Zepto,50.0
1.2796,-0.1459,0,Loyal Customers,Swiggy Instamart,694.7149999999999
0.6378,-0.9141,0,Loyal Customers,Swiggy Instamart,404.6175
1.3889,0.5778,0,Loyal Customers,Swiggy Instamart,1097.154
-0.7707,-1.0859,1,At-Risk,Zepto,452.3455
2.2215,0.0316,0,Loyal Customers,Swiggy Instamart,629.8589999999999
-0.0529,1.7531,3,Price-Sensitive,Swiggy Instamart,1096.75125
-0.7778,-1.8922,1,At-Risk,Swiggy Instamart,50.0
1.1366,-0.3769,0,Loyal Customers,Swiggy Instamart,515.6279999999999
-0.6385,-0.7777,1,At-Risk,Blinkit,634.3136
1.2342,-0.8421,0,Loyal Customers,Zepto,321.123
0.2461,-1.2018,0,Loyal Customers,Zepto,259.791
1.7535,-0.2312,0,Loyal Customers,Blinkit,558.3788000000001
-0.968,-1.8509,1,At-Risk,Zepto,50.0
-0.0886,1.7347,3,Price-Sensitive,Swiggy Instamart,1081.46625
0.333,0.6808,3,Price-Sensitive,Swiggy Instamart,442.3762499999999
-0.8603,1.6782,2,Price-Sensitive,Swiggy Instamart,1188.7837499999998
-0.3357,-0.7207,1,At-Risk,Swiggy Instamart,620.126
-1.5165,2.0378,2,Price-Sensitive,Zepto,1420.674
1.8984,0.4498,3,Price-Sensitive,Blinkit,50.0
1.5234,-0.0085,0,Loyal Customers,Swiggy Instamart,665.2405
-1.0882,-0.4427,2,Price-Sensitive,Swiggy Instamart,50.0
-0.8971,-0.3361,2,Price-Sensitive,Swiggy Instamart,50.0
-1.0596,1.6128,2,Price-Sensitive,Blinkit,1185.5934000000002
0.7356,1.6621,3,Price-Sensitive,Swiggy Instamart,874.2149999999999
-0.6567,-0.5796,1,At-Risk,Swiggy Instamart,710.956
-0.0958,-0.2604,1,At-Risk,Swiggy Instamart,803.6685
-1.7765,0.9152,2,Price-Sensitive,Swiggy Instamart,929.961
-0.278,1.0166,2,Price-Sensitive,Swiggy Instamart,691.72725
1.0302,-0.3989,0,Loyal Customers,Zepto,537.816
1.7017,0.4203,0,Loyal Customers,Blinkit,955.1508
-0.6254,-0.8295,1,At-Risk,Swiggy Instamart,612.881
-0.6676,-0.4627,1,At-Risk,Swiggy Instamart,792.4879999999999
1.654,2.5061,3,Price-Sensitive,Blinkit,1262.9640000000002
2.622,-0.1481,0,Loyal Customers,Blinkit,445.2612
0.1172,-0.4877,0,Loyal Customers,Blinkit,646.5636
-1.6604,1.4957,2,Price-Sensitive,Zepto,1197.90675
1.4308,0.9117,0,Loyal Customers,Swiggy Instamart,1215.8604999999998
1.2415,0.2717,3,Price-Sensitive,Swiggy Instamart,50.0
-0.8576,-0.9825,1,At-Risk,Blinkit,569.8848
-0.2939,2.4914,3,Price-Sensitive,Swiggy Instamart,1592.658
-1.6792,0.1134,2,Price-Sensitive,Swiggy Instamart,519.34575
-0.2328,-1.6336,1,At-Risk,Blinkit,65.78120000000001
1.1364,-0.8467,0,Loyal Customers,Blinkit,280.09800000000007
-0.3682,-1.6589,1,At-Risk,Swiggy Instamart,106.5105
-0.9446,-1.9442,1,At-Risk,Swiggy Instamart,50.0
-0.9639,-0.4963,1,At-Risk,Blinkit,899.4360000000001
1.0323,-0.1182,0,Loyal Customers,Blinkit,671.3712
-2.0614,-0.4526,1,At-Risk,Zepto,1076.1555
-0.1345,-0.826,1,At-Risk,Zepto,539.8695
0.0956,-0.7034,1,At-Risk,Swiggy Instamart,530.9895
0.3932,1.3681,3,Price-Sensitive,Blinkit,825.1146000000001
-2.5255,1.1738,2,Price-Sensitive,Zepto,1183.14
2.3221,-0.2722,0,Loyal Customers,Swiggy Instamart,398.1544999999999
0.442,-0.9277,0,Loyal Customers,Zepto,344.601
0.8159,-0.0138,0,Loyal Customers,Zepto,748.82
1.9611,-1.1431,0,Loyal Customers,Swiggy Instamart,50.0
-1.1883,1.0825,2,Price-Sensitive,Blinkit,893.1834000000001
0.2495,-1.4562,1,At-Risk,Zepto,50.0
-2.5852,0.4551,2,Price-Sensitive,Zepto,792.87075
0.365,0.7439,3,Price-Sensitive,Blinkit,471.0636
1.6269,1.8319,3,Price-Sensitive,Swiggy Instamart,819.44025
-0.1087,-0.8551,1,At-Risk,Swiggy Instamart,548.9780000000001
0.8865,0.8108,3,Price-Sensitive,Swiggy Instamart,465.33825
-0.3689,-1.1522,1,At-Risk,Zepto,322.272
-0.3962,-0.6993,1,At-Risk,Swiggy Instamart,611.0985
2.2053,1.5288,3,Price-Sensitive,Zepto,605.988
-2.0163,-0.4083,2,Price-Sensitive,Swiggy Instamart,206.71125
-2.0216,-1.1541,1,At-Risk,Zepto,639.2310000000001
-0.0405,-0.1325,2,Price-Sensitive,Swiggy Instamart,50.0
-0.4066,1.149,3,Price-Sensitive,Swiggy Instamart,803.87175
0.6373,-0.575,0,Loyal Customers,Zepto,537.8520000000001
-1.2635,-0.2519,2,Price-Sensitive,Swiggy Instamart,121.75499999999998
-0.1185,1.0499,3,Price-Sensitive,Zepto,691.81875
1.8108,-0.8567,0,Loyal Customers,Swiggy Instamart,168.714
0.7177,1.933,3,Price-Sensitive,Swiggy Instamart,1107.8835
0.793,1.1487,3,Price-Sensitive,Zepto,585.2565
-0.3961,-0.4611,1,At-Risk,Zepto,746.5975000000001
-0.1815,0.5369,3,Price-Sensitive,Blinkit,431.7138000000001
-1.4881,-1.3575,1,At-Risk,Swiggy Instamart,485.898
-1.9745,-1.4739,1,At-Risk,Zepto,452.361
-0.1102,1.4534,3,Price-Sensitive,Swiggy Instamart,1028.4164999999998
-0.895,0.2733,2,Price-Sensitive,Zepto,401.94
2.0041,-0.7601,0,Loyal Customers,Blinkit,147.2348
2.075,1.4826,3,Price-Sensitive,Blinkit,651.7404
1.5584,1.6508,3,Price-Sensitive,Swiggy Instamart,719.5514999999999
1.1424,0.2577,3,Price-Sensitive,Swiggy Instamart,50.0
-0.3365,1.3829,3,Price-Sensitive,Blinkit,987.6978
-0.4274,-0.8239,1,At-Risk,Blinkit,571.2768000000001
-0.2412,0.7715,3,Price-Sensitive,Blinkit,634.4526000000001
-2.247,1.1043,2,Price-Sensitive,Blinkit,1065.8418
-0.3211,-1.5501,1,At-Risk,Blinkit,50.0
-0.9049,1.3487,2,Price-Sensitive,Zepto,997.608
-2.0933,-0.3964,1,At-Risk,Blinkit,1053.31
-1.9197,-0.4775,1,At-Risk,Zepto,973.1085
-0.5553,-0.9745,1,At-Risk,Zepto,572.8215000000001
-2.1741,-0.2286,2,Price-Sensitive,Zepto,341.96400000000006
-1.0606,-2.0134,1,At-Risk,Swiggy Instamart,50.0
1.2108,0.7656,3,Price-Sensitive,Blinkit,346.7952
1.4989,0.7346,3,Price-Sensitive,Swiggy Instamart,251.62575
0.6132,-1.3354,0,Loyal Customers,Blinkit,207.5424
0.7208,-0.3921,0,Loyal Customers,Zepto,559.4775
0.6639,-1.4543,0,Loyal Customers,Blinkit,50.0
0.2552,1.9469,3,Price-Sensitive,Zepto,1089.5535
-1.8099,1.0048,2,Price-Sensitive,Zepto,921.3615
0.2667,1.2647,3,Price-Sensitive,Swiggy Instamart,823.3425
1.0568,-1.3473,0,Loyal Customers,Swiggy Instamart,50.0
-2.1744,1.8029,2,Price-Sensitive,Zepto,1490.94225
0.6799,-0.473,0,Loyal Customers,Swiggy Instamart,684.3444999999999
-0.2994,-1.1753,1,At-Risk,Zepto,354.4925
0.6743,1.7648,3,Price-Sensitive,Blinkit,990.4656
0.637,-0.3229,0,Loyal Customers,Zepto,659.097
-1.1908,0.085,2,Price-Sensitive,Zepto,364.59675
-0.1078,0.798,3,Price-Sensitive,Zepto,563.094
1.5933,0.1611,0,Loyal Customers,Blinkit,744.9536
-0.4258,-0.9256,1,At-Risk,Blinkit,590.0552000000001
0.4712,0.0123,0,Loyal Customers,Swiggy Instamart,871.6324999999999
1.4406,3.0481,3,Price-Sensitive,Blinkit,1633.9626000000003
0.4174,-0.9188,1,At-Risk,Swiggy Instamart,358.4205
-0.9932,-0.6026,1,At-Risk,Swiggy Instamart,744.0579999999999
0.9512,-0.677,0,Loyal Customers,Zepto,409.817
2.8058,-0.598,0,Loyal Customers,Blinkit,141.036
-1.6505,1.3847,2,Price-Sensitive,Zepto,1157.45175
-1.5884,-0.981,1,At-Risk,Zepto,659.295
1.1065,0.2165,0,Loyal Customers,Swiggy Instamart,891.1349999999999
-0.4352,1.6822,3,Price-Sensitive,Zepto,1107.918
-2.2556,-0.2728,1,At-Risk,Swiggy Instamart,1183.7095
-1.7009,1.5883,2,Price-Sensitive,Blinkit,1319.8626
1.7569,-0.5803,0,Loyal Customers,Zepto,311.98850000000004
2.4063,0.242,0,Loyal Customers,Zepto,722.268
0.4265,-0.7806,0,Loyal Customers,Blinkit,494.01360000000005
0.5251,1.755,3,Price-Sensitive,Swiggy Instamart,948.89175
0.9971,0.3333,0,Loyal Customers,Swiggy Instamart,1019.0035
-2.3419,0.2388,2,Price-Sensitive,Zepto,649.719
-0.0668,0.7746,3,Price-Sensitive,Blinkit,610.2216000000001
1.0557,-0.6137,0,Loyal Customers,Blinkit,453.6
-0.4375,2.2713,2,Price-Sensitive,Blinkit,1454.4504000000002
0.2359,1.9796,3,Price-Sensitive,Blinkit,1210.5612
-1.3187,-0.523,1,At-Risk,Swiggy Instamart,861.2379999999999
0.4083,-1.5326,1,At-Risk,Blinkit,50.0
1.0879,-0.3096,0,Loyal Customers,Blinkit,592.9652000000001
-0.4951,1.5821,2,Price-Sensitive,Blinkit,1043.9718
0.155,-0.4973,1,At-Risk,Blinkit,667.0308
-0.7454,1.7599,2,Price-Sensitive,Zepto,1188.5925
-1.666,-1.3147,1,At-Risk,Zepto,494.382
2.5712,2.2124,3,Price-Sensitive,Swiggy Instamart,911.49375
0.2467,3.0386,3,Price-Sensitive,Swiggy Instamart,1744.5045
-1.9652,-0.9347,1,At-Risk,Zepto,703.101
0.4146,-0.0495,3,Price-Sensitive,Blinkit,50.0
1.6535,0.118,0,Loyal Customers,Swiggy Instamart,755.3979999999999
-1.1518,-0.5436,1,At-Risk,Swiggy Instamart,841.2915
-0.3226,1.5666,3,Price-Sensitive,Zepto,928.3290000000002
2.7487,-0.8729,0,Loyal Customers,Blinkit,50.0
-0.2295,-0.8424,1,At-Risk,Swiggy Instamart,536.774
3.1342,1.5858,3,Price-Sensitive,Swiggy Instamart,562.4399999999998
-1.9215,0.8794,2,Price-Sensitive,Zepto,901.1925
2.745,-0.4083,0,Loyal Customers,Zepto,267.36600000000004
1.0514,-0.9503,0,Loyal Customers,Swiggy Instamart,290.375
-0.7445,0.9717,2,Price-Sensitive,Zepto,820.7985000000001
1.61,0.0272,0,Loyal Customers,Swiggy Instamart,684.5045
0.3505,1.8735,3,Price-Sensitive,Zepto,1113.8490000000002
0.2394,0.6985,3,Price-Sensitive,Blinkit,441.81840000000005
-0.4839,-1.1797,1,At-Risk,Zepto,334.908
-0.0228,-1.5582,1,At-Risk,Blinkit,86.70240000000001
-0.411,1.1622,2,Price-Sensitive,Zepto,823.6305000000002
-1.1156,-0.4719,1,At-Risk,Swiggy Instamart,894.5989999999999
-1.2729,-0.5334,1,At-Risk,Zepto,832.524
0.8969,-1.4879,0,Loyal Customers,Swiggy Instamart,50.0
1.2375,-0.3898,0,Loyal Customers,Zepto,536.403
-0.4005,-1.5553,1,At-Risk,Zepto,110.2605
2.9194,0.3333,0,Loyal Customers,Swiggy Instamart,679.9515
1.4194,-0.1691,0,Loyal Customers,Swiggy Instamart,605.075
-1.2022,-1.4912,1,At-Risk,Swiggy Instamart,362.4125
1.5811,-0.2732,0,Loyal Customers,Blinkit,514.2288000000001
0.3463,-1.0978,0,Loyal Customers,Blinkit,287.78760000000005
2.0354,-1.0542,0,Loyal Customers,Swiggy Instamart,50.0
-2.2132,-0.056,2,Price-Sensitive,Blinkit,427.1082
-1.3178,1.0257,2,Price-Sensitive,Zepto,879.1267499999999
0.3527,-0.5663,0,Loyal Customers,Blinkit,612.0792
1.1716,-1.0603,0,Loyal Customers,Blinkit,147.56040000000002
-0.1863,0.4225,2,Price-Sensitive,Swiggy Instamart,467.77425
-1.8862,0.9572,2,Price-Sensitive,Zepto,916.902
1.3813,1.4498,3,Price-Sensitive,Swiggy Instamart,674.00925
1.5468,-0.9341,0,Loyal Customers,Blinkit,203.52320000000003
-0.9442,-1.8191,1,At-Risk,Zepto,50.0
0.4443,0.4397,0,Loyal Customers,Swiggy Instamart,1038.338
2.1299,1.0607,3,Price-Sensitive,Zepto,356.22450000000003
-1.295,-0.6912,1,At-Risk,Blinkit,846.2556000000001
-0.2012,-0.2491,1,At-Risk,Swiggy Instamart,858.6819999999999
1.3192,1.8792,3,Price-Sensitive,Swiggy Instamart,987.45375
1.9544,-0.601,0,Loyal Customers,Swiggy Instamart,263.3845
0.1817,0.4481,3,Price-Sensitive,Blinkit,373.6674
-0.578,-1.7342,1,At-Risk,Blinkit,58.7088
-0.4318,0.4218,2,Price-Sensitive,Swiggy Instamart,442.51425
0.1195,1.6635,3,Price-Sensitive,Zepto,1005.23025
-1.0045,0.8908,2,Price-Sensitive,Blinkit,807.5699999999999
1.1907,-1.2213,0,Loyal Customers,Zepto,50.0
1.4643,-1.0448,0,Loyal Customers,Zepto,50.0
-1.2036,1.2556,2,Price-Sensitive,Zepto,985.446
1.5483,0.4632,0,Loyal Customers,Blinkit,994.8084
0.2499,-0.6931,0,Loyal Customers,Zepto,455.31750000000005
-0.3263,-1.4508,1,At-Risk,Blinkit,236.81960000000004
1.204,0.1375,0,Loyal Customers,Blinkit,784.154
0.423,0.0033,3,Price-Sensitive,Zepto,50.0
-1.366,0.6652,2,Price-Sensitive,Zepto,748.52175
0.1441,-0.0929,3,Price-Sensitive,Zepto,50.0
0.0749,-1.2167,1,At-Risk,Swiggy Instamart,246.3505
-1.1306,-0.6558,1,At-Risk,Blinkit,784.9548
-2.076,1.498,2,Price-Sensitive,Zepto,1255.40325
0.6325,0.2203,0,Loyal Customers,Blinkit,967.0752
0.7544,-0.3828,0,Loyal Customers,Zepto,543.5115000000001
-0.2733,2.3036,3,Price-Sensitive,Swiggy Instamart,1491.0727499999998
0.5842,0.3397,3,Price-Sensitive,Blinkit,253.5744
-0.0873,-1.0819,1,At-Risk,Zepto,337.8955
0.4708,-0.4125,0,Loyal Customers,Blinkit,670.3004000000001
1.4119,0.6016,3,Price-Sensitive,Swiggy Instamart,235.434
0.3842,-0.4891,0,Loyal Customers,Blinkit,591.5484
-0.9386,-1.8472,1,At-Risk,Blinkit,100.60200000000002
0.1253,1.145,3,Price-Sensitive,Blinkit,745.9938
0.9937,-0.585,0,Loyal Customers,Zepto,428.1875
-1.0904,-1.3726,1,At-Risk,Blinkit,341.442
1.5201,1.5299,3,Price-Sensitive,Swiggy Instamart,713.2185
1.313,2.5998,3,Price-Sensitive,Blinkit,1304.9424
-0.4522,-0.9151,1,At-Risk,Zepto,467.271
0.0541,-0.7539,1,At-Risk,Blinkit,518.2812
0.9495,1.1276,3,Price-Sensitive,Swiggy Instamart,619.8405
-0.1105,-0.7085,1,At-Risk,Blinkit,603.072
1.6885,0.6371,3,Price-Sensitive,Swiggy Instamart,188.2665
2.1494,-0.596,0,Loyal Customers,Swiggy Instamart,243.7655
-0.217,-1.5624,1,At-Risk,Swiggy Instamart,124.15799999999996
1.6992,-0.6885,0,Loyal Customers,Zepto,292.05150000000003
0.4126,0.4765,3,Price-Sensitive,Blinkit,347.06520000000006
